user_id,age,gender,location,user_segment
U_0672,35,M,Greenland,Premium
U_0673,64,M,Wallis and Futuna,General
U_0674,29,M,Antarctica (the territory South of 60 deg S),Premium
U_0675,26,M,Brazil,Techie
U_0676,27,F,Turkey,Techie
U_0677,61,F,Eritrea,Budget
U_0678,34,Non-Binary,Christmas Island,General
U_0679,55,F,Mozambique,Techie
U_0680,24,F,Estonia,Premium
U_0681,63,Non-Binary,Argentina,Budget
U_0682,30,Non-Binary,Botswana,Budget
U_0683,57,Non-Binary,Nepal,General
U_0684,59,F,Jordan,General
U_0685,26,F,Guatemala,Budget
U_0686,67,Non-Binary,Saint Lucia,Premium
U_0687,44,Non-Binary,Solomon Islands,Techie
U_0688,19,Non-Binary,Germany,General
U_0689,22,F,Jordan,Budget
U_0690,46,F,New Caledonia,Budget
U_0691,54,M,Malawi,General
U_0692,55,F,Brazil,Budget
U_0693,36,F,Hungary,Budget
U_0694,25,F,United Arab Emirates,General
U_0695,65,Non-Binary,Morocco,Techie
U_0696,62,F,Comoros,Budget
U_0697,18,Non-Binary,Equatorial Guinea,Budget
U_0698,39,M,Aruba,Budget
U_0699,69,M,Russian Federation,Budget
U_0700,34,Non-Binary,Jordan,General
U_0701,24,Non-Binary,Afghanistan,Premium
U_0702,42,Non-Binary,Mali,General
U_0703,62,F,Uzbekistan,General
U_0704,21,M,Sri Lanka,Premium
U_0705,53,Non-Binary,Mauritania,Budget
U_0706,23,F,Poland,Techie
U_0707,48,M,Saint Helena,General
U_0708,36,F,Wallis and Futuna,General
U_0709,61,M,Saint Vincent and the Grenadines,Budget
U_0710,56,F,Saint Pierre and Miquelon,General
U_0711,44,M,Paraguay,Techie
U_0712,27,M,Congo,General
U_0713,43,F,Haiti,Budget
U_0714,36,Non-Binary,Jersey,Techie
U_0715,56,M,Bangladesh,General
U_0716,20,Non-Binary,Yemen,Premium
U_0717,62,F,Papua New Guinea,Techie
U_0718,30,Non-Binary,Uruguay,Budget
U_0719,67,Non-Binary,Greenland,Budget
U_0720,45,Non-Binary,Nigeria,Premium
U_0721,37,Non-Binary,Germany,General
U_0722,45,Non-Binary,Panama,Budget
U_0723,25,M,Thailand,Techie
U_0724,58,M,British Virgin Islands,General
U_0725,56,M,Saint Helena,Budget
U_0726,18,F,United Arab Emirates,Techie
U_0727,20,Non-Binary,French Southern Territories,General
U_0728,30,M,Madagascar,General
U_0729,45,F,Georgia,Techie
U_0730,66,M,Papua New Guinea,General
U_0731,42,M,Ireland,Budget
U_0732,50,Non-Binary,Greece,General
U_0733,55,F,Iraq,Budget
U_0734,23,Non-Binary,Qatar,General
U_0735,61,Non-Binary,French Polynesia,Budget
U_0736,62,M,Micronesia,General
U_0737,49,Non-Binary,Brunei Darussalam,General
U_0738,62,F,Congo,General
U_0739,64,Non-Binary,Italy,Budget
U_0740,38,Non-Binary,Papua New Guinea,Premium
U_0741,33,Non-Binary,Wallis and Futuna,Techie
U_0742,38,M,Hong Kong,General
U_0743,28,F,Philippines,Budget
U_0744,54,M,San Marino,General
U_0745,53,M,United Kingdom,General
U_0746,52,M,China,Budget
U_0747,36,M,Nicaragua,General
U_0748,37,M,Montenegro,Techie
U_0749,35,F,Gabon,Techie
U_0750,64,Non-Binary,Iraq,Premium
U_0751,58,M,Mexico,Techie
U_0752,66,M,Syrian Arab Republic,General
U_0753,31,F,Afghanistan,Premium
U_0754,32,F,Gabon,Techie
U_0755,48,Non-Binary,France,General
U_0756,18,F,Cote d'Ivoire,General
U_0757,20,Non-Binary,Jersey,Budget
U_0758,33,M,Solomon Islands,General
U_0759,40,M,Mozambique,Techie
U_0760,28,Non-Binary,New Caledonia,Budget
U_0761,29,F,Palau,Budget
U_0762,27,Non-Binary,Gibraltar,Techie
U_0763,49,F,Lao People's Democratic Republic,General
U_0764,33,M,Kenya,Premium
U_0765,25,F,Kenya,General
U_0766,55,Non-Binary,Peru,Budget
U_0767,29,Non-Binary,Croatia,Techie
U_0768,41,M,Malawi,General
U_0769,45,F,Lebanon,General
U_0770,25,F,South Africa,Budget
U_0771,45,F,United Arab Emirates,Techie
U_0772,53,M,South Africa,Budget
U_0773,43,F,Saint Pierre and Miquelon,Premium
U_0774,25,Non-Binary,Chile,General
U_0775,67,F,Palestinian Territory,General
U_0776,45,M,Belize,Budget
U_0777,45,F,Finland,General
U_0778,54,F,Malaysia,Techie
U_0779,58,Non-Binary,Panama,Premium
U_0780,53,F,North Macedonia,Techie
U_0781,44,Non-Binary,Niger,Techie
U_0782,34,Non-Binary,Grenada,Techie
U_0783,26,M,Bermuda,Techie
U_0784,50,Non-Binary,Svalbard & Jan Mayen Islands,Techie
U_0785,37,Non-Binary,Zambia,Budget
U_0786,30,M,Sao Tome and Principe,General
U_0787,45,Non-Binary,Dominica,Techie
U_0788,65,M,Peru,Budget
U_0789,46,F,Georgia,General
U_0790,30,M,Czech Republic,General
U_0791,63,Non-Binary,Sri Lanka,General
U_0792,52,M,Congo,Premium
U_0793,23,Non-Binary,Cameroon,Budget
U_0794,35,F,Anguilla,Techie
U_0795,68,M,Aruba,Budget
U_0796,22,F,Ecuador,General
U_0797,64,Non-Binary,Lebanon,Budget
U_0798,42,Non-Binary,New Zealand,Budget
U_0799,19,F,Thailand,Premium
U_0800,27,M,Seychelles,Premium
U_0801,47,M,Barbados,General
U_0802,67,Non-Binary,Korea,Techie
U_0803,62,F,Israel,Budget
U_0804,22,F,Turks and Caicos Islands,Budget
U_0805,50,M,Norfolk Island,Techie
U_0806,18,M,Morocco,Budget
U_0807,35,M,Congo,Techie
U_0808,49,F,Saint Barthelemy,Techie
U_0809,64,M,Qatar,General
U_0810,66,M,Hungary,General
U_0811,28,Non-Binary,Lithuania,General
U_0812,38,M,Iran,General
U_0813,43,M,Ecuador,Budget
U_0814,42,F,Cameroon,Budget
U_0815,39,F,Palau,Premium
U_0816,44,Non-Binary,Portugal,General
U_0817,66,M,Albania,General
U_0818,30,Non-Binary,Uganda,General
U_0819,50,F,Sao Tome and Principe,Budget
U_0820,51,Non-Binary,Tokelau,General
U_0821,58,F,Sierra Leone,Premium
U_0822,52,Non-Binary,Turks and Caicos Islands,Budget
U_0823,18,Non-Binary,Botswana,Premium
U_0824,38,M,Slovakia (Slovak Republic),Budget
U_0825,65,Non-Binary,Jamaica,Techie
U_0826,23,M,Cyprus,Premium
U_0827,45,M,Christmas Island,Techie
U_0828,34,M,Spain,Techie
U_0829,22,M,Qatar,General
U_0830,48,Non-Binary,Maldives,General
U_0831,22,F,Kyrgyz Republic,Premium
U_0832,55,F,Australia,General
U_0833,20,F,Moldova,General
U_0834,40,Non-Binary,Egypt,Budget
U_0835,54,M,United States Virgin Islands,Techie
U_0836,54,F,Thailand,Budget
U_0837,27,Non-Binary,British Virgin Islands,Budget
U_0838,27,M,Korea,General
U_0839,36,F,Burkina Faso,General
U_0840,34,M,Spain,Budget
U_0841,38,F,Kyrgyz Republic,General
U_0842,31,F,Papua New Guinea,General
U_0843,26,F,Marshall Islands,General
U_0844,63,M,Monaco,Budget
U_0845,18,Non-Binary,Nepal,General
U_0846,68,M,Ghana,Premium
U_0847,62,F,Zambia,Techie
U_0848,30,M,Saudi Arabia,Budget
U_0849,21,Non-Binary,Uganda,Budget
U_0850,18,M,Kenya,General
U_0851,66,Non-Binary,New Zealand,Premium
U_0852,57,Non-Binary,Suriname,Budget
U_0853,49,M,Saint Helena,Budget
U_0854,51,F,Uganda,General
U_0855,45,Non-Binary,Madagascar,Budget
U_0856,48,M,Japan,General
U_0857,25,Non-Binary,Switzerland,Budget
U_0858,56,F,United States of America,Budget
U_0859,43,M,Mexico,Premium
U_0860,51,M,Kiribati,Techie
U_0861,20,M,Ukraine,Premium
U_0862,67,F,Cayman Islands,Premium
U_0863,29,Non-Binary,Samoa,General
U_0864,18,M,Tokelau,Techie
U_0865,61,Non-Binary,Lebanon,Budget
U_0866,22,Non-Binary,Korea,Premium
U_0867,47,F,Eritrea,General
U_0868,47,M,Sao Tome and Principe,Premium
U_0869,34,Non-Binary,Egypt,Budget
U_0870,65,M,Tajikistan,General
U_0871,64,M,Northern Mariana Islands,Techie
U_0872,40,F,Falkland Islands (Malvinas),Techie
U_0873,32,M,Seychelles,Budget
U_0874,54,M,Slovakia (Slovak Republic),Budget
U_0875,38,Non-Binary,Mali,Techie
U_0876,31,F,Libyan Arab Jamahiriya,Budget
U_0877,19,M,Niue,Techie
U_0878,28,Non-Binary,Dominican Republic,Techie
U_0879,68,F,Falkland Islands (Malvinas),Budget
U_0880,56,F,Kazakhstan,General
U_0881,55,Non-Binary,Belarus,General
U_0882,51,Non-Binary,Rwanda,General
U_0883,55,Non-Binary,France,Budget
U_0884,67,Non-Binary,Dominica,Budget
U_0885,51,Non-Binary,Faroe Islands,Techie
U_0886,35,M,Grenada,Budget
U_0887,47,M,Ghana,General
U_0888,32,F,Uganda,Budget
U_0889,44,M,Mauritius,Techie
U_0890,68,M,Belgium,Premium
U_0891,51,M,Burundi,Techie
U_0892,69,Non-Binary,Canada,Budget
U_0893,55,F,Djibouti,Premium
U_0894,50,F,Hungary,Budget
U_0895,41,F,Puerto Rico,General
U_0896,32,F,Cape Verde,Budget
U_0897,47,M,Romania,General
U_0898,59,M,Croatia,General
U_0899,68,Non-Binary,Bahrain,Budget
U_0900,34,F,Israel,General
U_0901,22,M,Ireland,Budget
U_0902,46,M,Greenland,General
U_0903,21,Non-Binary,Mauritius,Techie
U_0904,27,Non-Binary,Lao People's Democratic Republic,Premium
U_0905,34,Non-Binary,Israel,Premium
U_0906,27,M,Bahamas,Budget
U_0907,34,M,Costa Rica,General
U_0908,37,Non-Binary,Syrian Arab Republic,Budget
U_0909,41,F,Italy,General
U_0910,22,Non-Binary,Iceland,Premium
U_0911,51,Non-Binary,United Kingdom,General
U_0912,23,Non-Binary,Sierra Leone,Budget
U_0913,19,Non-Binary,Myanmar,Techie
U_0914,30,M,Yemen,Techie
U_0915,60,F,Qatar,General
U_0916,60,Non-Binary,Angola,Budget
U_0917,65,F,Togo,Budget
U_0918,28,F,Turkmenistan,Budget
U_0919,68,F,Serbia,General
U_0920,64,Non-Binary,Morocco,Budget
U_0921,40,M,Hong Kong,Techie
U_0922,33,Non-Binary,Lesotho,Budget
U_0923,48,F,Albania,General
U_0924,28,F,Western Sahara,General
U_0925,33,M,Guinea,Techie
U_0926,25,Non-Binary,French Southern Territories,Premium
U_0927,21,F,Sao Tome and Principe,Budget
U_0928,57,M,Iceland,Budget
U_0929,21,F,Timor-Leste,Budget
U_0930,42,M,Uganda,General
U_0931,20,M,Zimbabwe,Techie
U_0932,49,Non-Binary,Syrian Arab Republic,General
U_0933,20,F,Italy,Premium
U_0934,44,Non-Binary,Mauritania,General
U_0935,46,F,San Marino,Techie
U_0936,49,Non-Binary,Saint Pierre and Miquelon,Techie
U_0937,67,F,Mayotte,Budget
U_0938,68,Non-Binary,South Georgia and the South Sandwich Islands,Techie
U_0939,36,M,Netherlands,Techie
U_0940,38,F,Ukraine,General
U_0941,22,F,Cyprus,General
U_0942,35,M,Libyan Arab Jamahiriya,Premium
U_0943,45,Non-Binary,Cyprus,Budget
U_0944,59,F,Faroe Islands,Techie
U_0945,39,F,Jordan,Techie
U_0946,38,Non-Binary,Libyan Arab Jamahiriya,Budget
U_0947,23,M,Antarctica (the territory South of 60 deg S),General
U_0948,18,Non-Binary,Iceland,General
U_0949,22,Non-Binary,Guadeloupe,General
U_0950,58,Non-Binary,Paraguay,Budget
U_0951,29,F,Philippines,General
U_0952,43,M,South Georgia and the South Sandwich Islands,General
U_0953,63,M,Iraq,Techie
U_0954,51,Non-Binary,Saint Kitts and Nevis,Techie
U_0955,66,F,Chad,General
U_0956,31,Non-Binary,Tajikistan,Techie
U_0957,43,F,Lao People's Democratic Republic,Premium
U_0958,62,F,Uruguay,Techie
U_0959,44,F,Brunei Darussalam,Techie
U_0960,26,F,Nigeria,Budget
U_0961,43,M,Martinique,General
U_0962,64,F,Anguilla,General
U_0963,39,F,United States of America,Techie
U_0964,64,Non-Binary,India,Budget
U_0965,47,Non-Binary,Nauru,Techie
U_0966,60,M,Mongolia,Budget
U_0967,65,Non-Binary,Panama,Budget
U_0968,34,F,Anguilla,Techie
U_0969,43,Non-Binary,Belize,Premium
U_0970,53,M,Norway,Techie
U_0971,18,Non-Binary,Japan,Budget
U_0972,25,Non-Binary,Burkina Faso,Premium
U_0973,66,M,Tonga,Budget
U_0974,52,M,Kyrgyz Republic,General
U_0975,69,F,Cocos (Keeling) Islands,Techie
U_0976,32,Non-Binary,Australia,General
U_0977,64,F,Eritrea,Premium
U_0978,39,Non-Binary,Hong Kong,Budget
U_0979,31,Non-Binary,Greece,General
U_0980,43,F,Croatia,Budget
U_0981,45,Non-Binary,Korea,Premium
U_0982,40,Non-Binary,Greece,Techie
U_0983,31,Non-Binary,Guadeloupe,Budget
U_0984,41,M,Senegal,General
U_0985,19,F,Turkmenistan,Techie
U_0986,62,M,Hong Kong,Budget
U_0987,43,F,Fiji,Budget
U_0988,31,F,Sao Tome and Principe,Budget
U_0989,68,Non-Binary,Zambia,General
U_0990,24,F,Switzerland,General
U_0991,20,M,Italy,Budget
U_0992,64,M,El Salvador,Budget
U_0993,40,M,Syrian Arab Republic,General
U_0994,63,F,Belgium,Techie
U_0995,60,M,Latvia,Premium
U_0996,64,F,Andorra,Premium
U_0997,62,M,San Marino,Budget
U_0998,35,M,Mauritius,General
U_0999,55,F,Austria,General
U_1000,52,M,Zambia,Budget
U_1001,68,Non-Binary,Guernsey,Techie
U_1002,32,F,Czech Republic,Premium
U_1003,42,F,Pakistan,Premium
U_1004,54,F,Bangladesh,Budget
U_1005,45,Non-Binary,Slovakia (Slovak Republic),General
U_1006,27,F,Pakistan,Techie
U_1007,56,M,Armenia,Techie
U_1008,34,M,Saudi Arabia,Premium
U_1009,56,M,Antarctica (the territory South of 60 deg S),Budget
U_1010,39,F,Zambia,Budget
U_1011,43,M,Egypt,General
U_1012,61,F,Cook Islands,Budget
U_1013,42,M,Taiwan,General
U_1014,34,Non-Binary,Angola,Premium
U_1015,30,Non-Binary,Nigeria,Premium
U_1016,37,Non-Binary,Cape Verde,Techie
U_1017,42,Non-Binary,Dominican Republic,Premium
U_1018,21,F,Brunei Darussalam,Budget
U_1019,27,M,Lebanon,Premium
U_1020,20,Non-Binary,Paraguay,General
U_1021,58,F,Brazil,General
U_1022,62,Non-Binary,Mongolia,Budget
U_1023,35,Non-Binary,Yemen,Techie
U_1024,64,F,Cuba,Budget
U_1025,53,F,Lao People's Democratic Republic,Budget
U_1026,64,M,Reunion,Budget
U_1027,39,M,Equatorial Guinea,General
U_1028,51,Non-Binary,Seychelles,Budget
U_1029,64,Non-Binary,Heard Island and McDonald Islands,Budget
U_1030,25,M,Chad,Budget
U_1031,57,M,New Caledonia,Budget
U_1032,66,F,New Caledonia,Techie
U_1033,61,M,San Marino,Budget
U_1034,36,M,Saint Barthelemy,Budget
U_1035,59,Non-Binary,Brazil,Techie
U_1036,58,M,Slovakia (Slovak Republic),Premium
U_1037,54,Non-Binary,Svalbard & Jan Mayen Islands,General
U_1038,23,M,Central African Republic,Techie
U_1039,69,F,Georgia,Budget
U_1040,43,M,Botswana,General
U_1041,51,M,Mozambique,Budget
U_1042,62,M,Anguilla,Techie
U_1043,23,Non-Binary,Vanuatu,Premium
U_1044,54,F,Georgia,Budget
U_1045,50,M,Morocco,Techie
U_1046,39,Non-Binary,Philippines,General
U_1047,38,F,United States of America,General
U_1048,23,Non-Binary,Honduras,Techie
U_1049,23,Non-Binary,Indonesia,Premium
U_1050,65,F,Western Sahara,Budget
U_1051,21,M,Saint Barthelemy,Budget
U_1052,47,Non-Binary,Congo,Techie
U_1053,28,Non-Binary,Belarus,Premium
U_1054,47,M,Nauru,General
U_1055,48,M,Portugal,Premium
U_1056,41,F,Switzerland,Premium
U_1057,26,F,Niue,Premium
U_1058,20,F,Ecuador,General
U_1059,68,M,Bosnia and Herzegovina,General
U_1060,48,Non-Binary,Qatar,Techie
U_1061,57,Non-Binary,Sierra Leone,Premium
U_1062,54,F,Gabon,General
U_1063,53,M,Thailand,Budget
U_1064,41,Non-Binary,Poland,General
U_1065,48,F,Netherlands Antilles,Techie
U_1066,23,Non-Binary,Sri Lanka,Premium
U_1067,19,Non-Binary,British Indian Ocean Territory (Chagos Archipelago),Techie
U_1068,37,M,South Africa,General
U_1069,45,M,Mongolia,Budget
U_1070,28,Non-Binary,Slovenia,General
U_1071,21,F,Armenia,Premium
U_1072,32,M,Guatemala,Premium
U_1073,23,Non-Binary,Martinique,Budget
U_1074,66,M,Japan,Premium
U_1075,47,M,Panama,Techie
U_1076,55,M,Heard Island and McDonald Islands,Premium
U_1077,68,Non-Binary,Bangladesh,General
U_1078,19,F,Madagascar,Premium
U_1079,32,F,Oman,General
U_1080,28,F,Guam,Techie
U_1081,25,M,American Samoa,General
U_1082,43,Non-Binary,Thailand,Budget
U_1083,68,M,Italy,Premium
U_1084,62,F,Swaziland,Premium
U_1085,61,F,Liechtenstein,Techie
U_1086,22,Non-Binary,Botswana,General
U_1087,23,M,Jersey,Budget
U_1088,43,F,Guyana,Budget
U_1089,21,Non-Binary,North Macedonia,General
U_1090,36,M,Uganda,Budget
U_1091,37,M,Switzerland,General
U_1092,50,F,Kuwait,Techie
U_1093,37,F,Russian Federation,General
U_1094,66,M,Cape Verde,Budget
U_1095,29,M,Jordan,Budget
U_1096,64,F,Christmas Island,Techie
U_1097,18,M,Saint Martin,General
U_1098,43,F,Mali,Premium
U_1099,31,M,Pakistan,Premium
U_1100,55,F,Faroe Islands,Techie
U_1101,54,Non-Binary,Nicaragua,General
U_1102,28,F,Sri Lanka,General
U_1103,53,F,Uruguay,General
U_1104,30,Non-Binary,Mauritania,Budget
U_1105,60,M,Singapore,Budget
U_1106,20,Non-Binary,Liberia,Techie
U_1107,50,F,Lao People's Democratic Republic,General
U_1108,23,M,Jordan,Budget
U_1109,67,Non-Binary,Sweden,Budget
U_1110,27,M,Saint Martin,General
U_1111,22,M,Nauru,Budget
U_1112,40,Non-Binary,Ethiopia,Premium
U_1113,27,M,Gibraltar,Techie
U_1114,61,Non-Binary,Timor-Leste,Techie
U_1115,19,F,Ecuador,General
U_1116,30,M,Switzerland,Premium
U_1117,57,F,Vietnam,Techie
U_1118,19,F,Benin,Techie
U_1119,37,M,Fiji,Techie
U_1120,18,Non-Binary,Turkmenistan,Techie
U_1121,54,M,Korea,Budget
U_1122,26,F,Ecuador,Budget
U_1123,34,F,Sao Tome and Principe,Budget
U_1124,26,Non-Binary,Kyrgyz Republic,Budget
U_1125,28,M,Montenegro,Techie
U_1126,32,F,New Zealand,General
U_1127,41,F,Paraguay,General
U_1128,55,F,Hong Kong,General
U_1129,52,Non-Binary,Guadeloupe,Premium
U_1130,47,F,Antarctica (the territory South of 60 deg S),Premium
U_1131,48,F,Lithuania,Premium
U_1132,66,M,Thailand,Budget
U_1133,22,M,Greece,Budget
U_1134,61,F,Cocos (Keeling) Islands,Techie
U_1135,67,F,Libyan Arab Jamahiriya,General
U_1136,31,M,Croatia,Budget
U_1137,28,Non-Binary,Guinea,Budget
U_1138,26,Non-Binary,South Georgia and the South Sandwich Islands,General
U_1139,51,Non-Binary,Eritrea,Budget
U_1140,29,Non-Binary,Guam,General
U_1141,52,Non-Binary,Fiji,General
U_1142,52,Non-Binary,Turkmenistan,General
U_1143,18,Non-Binary,Nepal,Premium
U_1144,57,Non-Binary,Reunion,General
U_1145,39,M,Turkmenistan,Techie
U_1146,46,Non-Binary,Falkland Islands (Malvinas),Techie
U_1147,25,Non-Binary,Moldova,Premium
U_1148,28,Non-Binary,Algeria,Budget
U_1149,58,F,Maldives,Techie
U_1150,54,M,Yemen,Techie
U_1151,31,M,Comoros,General
U_1152,47,M,Belize,General
U_1153,52,Non-Binary,Dominican Republic,General
U_1154,38,Non-Binary,Saint Helena,Budget
U_1155,54,F,Ireland,General
U_1156,22,M,Liechtenstein,Techie
U_1157,36,Non-Binary,Moldova,General
U_1158,31,M,Senegal,General
U_1159,43,F,Dominican Republic,Budget
U_1160,21,F,Portugal,General
U_1161,42,F,Lebanon,Budget
U_1162,62,M,Oman,Premium
U_1163,59,Non-Binary,Rwanda,Techie
U_1164,42,Non-Binary,Liechtenstein,Budget
U_1165,35,F,Kiribati,General
U_1166,57,Non-Binary,Somalia,Budget
U_1167,25,F,Andorra,Budget
U_1168,56,M,Bermuda,Techie
U_1169,57,F,French Polynesia,General
U_1170,31,M,Cyprus,General
U_1171,49,F,Iraq,General
U_1172,68,Non-Binary,Puerto Rico,General
U_1173,55,Non-Binary,Ecuador,Premium
U_1174,50,F,Gambia,Budget
U_1175,40,Non-Binary,Panama,Budget
U_1176,32,Non-Binary,Mozambique,Techie
U_1177,50,Non-Binary,Heard Island and McDonald Islands,General
U_1178,42,M,Lebanon,Premium
U_1179,34,Non-Binary,Micronesia,General
U_1180,50,M,Marshall Islands,Techie
U_1181,64,F,Guatemala,Budget
U_1182,19,Non-Binary,Jamaica,Budget
U_1183,31,Non-Binary,Samoa,General
U_1184,57,Non-Binary,Mexico,General
U_1185,57,F,Greenland,General
U_1186,68,M,Guinea,Budget
U_1187,56,M,Reunion,General
U_1188,68,Non-Binary,Korea,Budget
U_1189,23,F,Faroe Islands,Budget
U_1190,23,F,Gambia,General
U_1191,20,F,El Salvador,Budget
U_1192,24,F,Djibouti,General
U_1193,68,F,British Indian Ocean Territory (Chagos Archipelago),Budget
U_1194,25,M,Saint Helena,Techie
U_1195,59,M,Congo,General
U_1196,69,M,Germany,Premium
U_1197,32,Non-Binary,British Indian Ocean Territory (Chagos Archipelago),General
U_1198,64,F,Samoa,Budget
U_1199,46,Non-Binary,Mauritania,Techie
U_1200,50,F,Zambia,Premium
U_1201,69,M,Serbia,Budget
U_1202,47,Non-Binary,Portugal,Premium
U_1203,56,M,Colombia,Budget
U_1204,44,F,Congo,General
U_1205,53,F,Cuba,Premium
U_1206,46,F,Saint Vincent and the Grenadines,Budget
U_1207,55,M,Liberia,Premium
U_1208,50,F,Falkland Islands (Malvinas),Premium
U_1209,54,M,Saint Kitts and Nevis,General
U_1210,44,Non-Binary,Namibia,General
U_1211,50,F,Senegal,Premium
U_1212,21,F,Malta,General
U_1213,39,F,Nepal,Techie
U_1214,19,Non-Binary,Finland,Budget
U_1215,27,F,Bolivia,General
U_1216,22,M,Syrian Arab Republic,Techie
U_1217,27,M,Congo,General
U_1218,50,F,French Polynesia,General
U_1219,55,F,Denmark,Premium
U_1220,30,Non-Binary,Guyana,General
U_1221,48,Non-Binary,Christmas Island,General
U_1222,64,Non-Binary,Gabon,Techie
U_1223,53,F,American Samoa,Techie
U_1224,62,Non-Binary,Russian Federation,Premium
U_1225,41,Non-Binary,Martinique,General
U_1226,69,M,Brunei Darussalam,General
U_1227,32,Non-Binary,Falkland Islands (Malvinas),Budget
U_1228,46,M,Aruba,Premium
U_1229,25,M,Austria,Techie
U_1230,22,Non-Binary,Micronesia,Budget
U_1231,46,M,French Guiana,Budget
U_1232,64,F,Qatar,Techie
U_1233,21,F,Western Sahara,Premium
U_1234,29,Non-Binary,Brunei Darussalam,Premium
U_1235,62,F,Northern Mariana Islands,Budget
U_1236,19,M,Trinidad and Tobago,Budget
U_1237,44,F,Sao Tome and Principe,General
U_1238,48,Non-Binary,Liechtenstein,Techie
U_1239,68,Non-Binary,Bosnia and Herzegovina,Budget
U_1240,68,M,Tunisia,Premium
U_1241,53,Non-Binary,American Samoa,Techie
U_1242,53,F,Montserrat,Budget
U_1243,43,Non-Binary,Finland,Budget
U_1244,60,M,Latvia,Budget
U_1245,44,Non-Binary,Lesotho,General
U_1246,22,F,Kazakhstan,General
U_1247,37,M,Guam,General
U_1248,28,F,Colombia,General
U_1249,27,M,Austria,General
U_1250,57,Non-Binary,El Salvador,Techie
U_1251,55,M,Wallis and Futuna,Techie
U_1252,23,M,Tokelau,Budget
U_1253,25,Non-Binary,Lesotho,Techie
U_1254,40,F,Brazil,General
U_1255,64,Non-Binary,Swaziland,Techie
U_1256,43,M,Bahrain,Premium
U_1257,63,Non-Binary,Iran,Budget
U_1258,60,M,Liechtenstein,Techie
U_1259,29,Non-Binary,Barbados,General
U_1260,43,Non-Binary,Morocco,General
U_1261,30,F,Norfolk Island,Premium
U_1262,57,M,Poland,General
U_1263,35,F,Austria,Techie
U_1264,42,M,Canada,General
U_1265,50,Non-Binary,Canada,Techie
U_1266,64,M,Sudan,Techie
U_1267,57,F,Mongolia,Techie
U_1268,60,F,Yemen,General
U_1269,29,F,Gabon,General
U_1270,61,M,Belize,Budget
U_1271,53,F,Egypt,Budget
U_1272,65,F,British Indian Ocean Territory (Chagos Archipelago),General
U_1273,21,F,Moldova,Techie
U_1274,22,Non-Binary,Serbia,Techie
U_1275,54,Non-Binary,Israel,Techie
U_1276,25,M,New Caledonia,Budget
U_1277,59,M,Nepal,General
U_1278,66,F,Somalia,General
U_1279,45,Non-Binary,Niger,Premium
U_1280,48,F,Czech Republic,Premium
U_1281,26,F,Singapore,General
U_1282,68,Non-Binary,Mali,Budget
U_1283,46,Non-Binary,Hong Kong,General
U_1284,31,Non-Binary,Korea,Budget
U_1285,57,M,United States of America,Techie
U_1286,58,M,Kenya,General
U_1287,39,F,French Southern Territories,General
U_1288,28,M,Tokelau,Premium
U_1289,40,Non-Binary,Namibia,General
U_1290,18,Non-Binary,Japan,Premium
U_1291,63,M,Gambia,Budget
U_1292,54,F,Montenegro,General
U_1293,38,F,Niger,General
U_1294,43,M,Bahamas,Techie
U_1295,63,F,New Zealand,Premium
U_1296,53,F,Saint Vincent and the Grenadines,Budget
U_1297,40,F,Bolivia,Budget
U_1298,18,Non-Binary,Yemen,Techie
U_1299,68,Non-Binary,Serbia,General
U_1300,57,M,Cote d'Ivoire,Techie
U_1301,32,Non-Binary,Niue,General
U_1302,38,F,Croatia,Budget
U_1303,64,Non-Binary,Estonia,Premium
U_1304,26,M,Panama,Budget
U_1305,26,Non-Binary,Belgium,Premium
U_1306,27,F,Cayman Islands,Budget
U_1307,69,F,Dominican Republic,General
U_1308,43,M,China,Budget
U_1309,58,Non-Binary,Micronesia,General
U_1310,52,Non-Binary,Belarus,Premium
U_1311,69,Non-Binary,Cayman Islands,General
U_1312,42,F,Afghanistan,Techie
U_1313,43,M,Ireland,General
U_1314,28,Non-Binary,Korea,Budget
U_1315,55,F,Portugal,General
U_1316,19,F,Nepal,General
U_1317,24,F,Latvia,Budget
U_1318,35,Non-Binary,French Guiana,Budget
U_1319,44,Non-Binary,Antigua and Barbuda,Premium
U_1320,51,Non-Binary,Djibouti,General
U_1321,44,Non-Binary,France,Techie
U_1322,34,Non-Binary,Romania,Techie
U_1323,60,Non-Binary,Finland,Budget
U_1324,61,Non-Binary,Reunion,Budget
U_1325,68,Non-Binary,Tokelau,General
U_1326,41,Non-Binary,Korea,Budget
U_1327,42,F,Barbados,Techie
U_1328,24,Non-Binary,Poland,General
U_1329,69,M,Djibouti,Budget
U_1330,23,F,Uzbekistan,General
U_1331,41,Non-Binary,Estonia,Budget
U_1332,50,M,Solomon Islands,Techie
U_1333,66,Non-Binary,Somalia,Budget
U_1334,46,M,Niue,General
U_1335,60,M,Namibia,Premium
U_1336,39,M,Panama,Techie
U_1337,43,M,Spain,Techie
U_1338,45,F,Vietnam,Budget
U_1339,67,F,Congo,General
U_1340,38,M,Jamaica,Premium
U_1341,66,Non-Binary,Brazil,General
U_1342,24,M,Mayotte,Budget
U_1343,34,F,Czech Republic,General
U_1344,37,Non-Binary,Oman,Budget
U_1345,58,F,Canada,Premium
U_1346,66,F,United States of America,Budget
U_1347,37,Non-Binary,Ethiopia,General
U_1348,39,M,Sweden,Budget
U_1349,45,M,Cambodia,General
