item_id,category,price,content_tags
I_0601,Home,40.21,"actually, window, research"
I_0602,Beauty,66.19,"his, window, east"
I_0603,Home,78.65,"yes, current, same"
I_0604,Electronics,16.94,"behind, program, decade"
I_0605,Electronics,16.85,"home, which, view"
I_0606,Electronics,94.88,"city, rock, seat"
I_0607,Beauty,55.56,"near, business, loss"
I_0608,Fashion,35.39,"federal, growth, appear"
I_0609,Beauty,48.36,"project, wind, door"
I_0610,Home,32.34,"its, address, some"
I_0611,Fashion,50.38,"once, how, during"
I_0612,Fashion,25.31,"why, ok, real"
I_0613,Home,41.06,"read, choice, side"
I_0614,Fashion,9.89,"eat, matter, rather"
I_0615,Books,19.1,"full, wide, service"
I_0616,Home,19.27,"art, green, child"
I_0617,Home,24.54,"movie, blue, maintain"
I_0618,Books,15.78,"first, next, popular"
I_0619,Beauty,21.61,"girl, through, run"
I_0620,Beauty,9.86,"again, help, right"
I_0621,Beauty,51.37,"economy, always, religious"
I_0622,Fashion,31.0,"next, my, majority"
I_0623,Books,8.46,"note, myself, food"
I_0624,Home,16.98,"life, test, out"
I_0625,Home,43.35,"team, civil, most"
I_0626,Home,21.45,"last, standard, must"
I_0627,Fashion,18.96,"law, simply, media"
I_0628,Fashion,31.2,"safe, third, people"
I_0629,Beauty,43.59,"hair, per, fly"
I_0630,Fashion,10.5,"as, whose, standard"
I_0631,Beauty,51.42,"couple, raise, she"
I_0632,Beauty,17.46,"child, executive, important"
I_0633,Home,32.64,"focus, benefit, probably"
I_0634,Fashion,32.19,"analysis, visit, condition"
I_0635,Beauty,21.72,"all, blood, court"
I_0636,Books,14.6,"all, politics, home"
I_0637,Books,26.35,"majority, perhaps, opportunity"
I_0638,Fashion,121.54,"any, determine, responsibility"
I_0639,Home,11.14,"actually, TV, pretty"
I_0640,Home,128.23,"up, story, life"
I_0641,Beauty,26.9,"police, guess, sea"
I_0642,Fashion,34.07,"three, state, some"
I_0643,Books,13.88,"around, pay, more"
I_0644,Beauty,17.87,"same, strong, back"
I_0645,Beauty,22.15,"democratic, mind, big"
I_0646,Electronics,14.35,"discuss, history, cover"
I_0647,Fashion,28.02,"prevent, now, way"
I_0648,Beauty,23.91,"next, newspaper, second"
I_0649,Books,145.57,"short, office, purpose"
I_0650,Electronics,13.03,"reflect, interview, bit"
I_0651,Books,35.95,"society, nearly, measure"
I_0652,Home,40.38,"price, move, outside"
I_0653,Electronics,14.07,"value, total, nearly"
I_0654,Electronics,57.37,"you, suddenly, include"
I_0655,Beauty,24.08,"plan, step, food"
I_0656,Home,4.51,"drive, nation, heart"
I_0657,Beauty,56.14,"nearly, season, growth"
I_0658,Fashion,13.55,"laugh, where, a"
I_0659,Books,14.32,"alone, expect, administration"
I_0660,Books,57.42,"career, three, according"
I_0661,Beauty,25.09,"worker, Democrat, fire"
I_0662,Books,69.01,"sign, wall, state"
I_0663,Books,87.19,"try, memory, number"
I_0664,Fashion,19.77,"occur, behind, leave"
I_0665,Home,62.47,"choose, enter, threat"
I_0666,Electronics,18.09,"economic, eight, feel"
I_0667,Beauty,197.65,"now, notice, design"
I_0668,Beauty,19.02,"baby, foot, lot"
I_0669,Fashion,75.25,"major, together, reflect"
I_0670,Fashion,65.04,"standard, believe, politics"
I_0671,Electronics,42.64,"also, space, high"
I_0672,Home,19.37,"sister, two, free"
I_0673,Beauty,29.34,"they, its, us"
I_0674,Fashion,5.91,"building, side, section"
I_0675,Beauty,39.63,"support, up, plant"
I_0676,Books,43.8,"place, approach, modern"
I_0677,Beauty,36.85,"floor, north, force"
I_0678,Home,3.07,"recently, check, purpose"
I_0679,Home,12.03,"young, wife, send"
I_0680,Beauty,18.2,"offer, bed, it"
I_0681,Books,41.82,"skill, challenge, from"
I_0682,Home,41.74,"live, seat, nature"
I_0683,Fashion,28.9,"energy, huge, its"
I_0684,Beauty,55.05,"recently, seven, lose"
I_0685,Books,14.57,"cup, house, number"
I_0686,Fashion,53.96,"night, young, modern"
I_0687,Beauty,48.41,"drug, entire, involve"
I_0688,Books,44.79,"range, office, both"
I_0689,Fashion,28.63,"including, half, couple"
I_0690,Home,143.25,"general, pretty, show"
I_0691,Beauty,49.13,"college, glass, start"
I_0692,Beauty,15.26,"sort, perhaps, key"
I_0693,Home,40.39,"under, do, rate"
I_0694,Electronics,60.46,"choose, rock, beat"
I_0695,Fashion,20.69,"science, drug, per"
I_0696,Home,79.16,"challenge, strategy, explain"
I_0697,Beauty,44.95,"gas, sound, figure"
I_0698,Fashion,5.08,"likely, forward, science"
I_0699,Fashion,42.09,"deep, national, seek"
I_0700,Electronics,23.93,"nature, performance, yeah"
I_0701,Beauty,50.89,"reason, property, heavy"
I_0702,Books,70.48,"town, money, eight"
I_0703,Electronics,38.71,"art, customer, recent"
I_0704,Electronics,125.49,"even, let, war"
I_0705,Books,28.7,"at, produce, production"
I_0706,Books,54.59,"tree, growth, blue"
I_0707,Electronics,63.05,"fall, third, hit"
I_0708,Fashion,30.63,"woman, meet, report"
I_0709,Home,61.75,"tough, machine, others"
I_0710,Home,20.58,"because, current, whom"
I_0711,Electronics,23.62,"night, Republican, always"
I_0712,Fashion,11.59,"two, figure, majority"
I_0713,Books,40.17,"season, adult, range"
I_0714,Electronics,42.96,"green, few, you"
I_0715,Beauty,85.06,"without, every, artist"
I_0716,Fashion,62.36,"election, hit, yourself"
I_0717,Beauty,26.37,"wrong, want, we"
I_0718,Beauty,12.9,"difficult, game, hotel"
I_0719,Electronics,46.82,"case, role, minute"
I_0720,Fashion,80.53,"question, their, rather"
I_0721,Beauty,60.59,"individual, of, interview"
I_0722,Fashion,78.85,"fine, painting, last"
I_0723,Home,27.95,"capital, present, ok"
I_0724,Beauty,22.8,"range, dark, catch"
I_0725,Beauty,18.37,"read, together, travel"
I_0726,Fashion,31.67,"involve, training, show"
I_0727,Home,31.1,"prevent, north, citizen"
I_0728,Beauty,39.07,"attack, mouth, rest"
I_0729,Electronics,29.86,"contain, style, certainly"
I_0730,Fashion,29.76,"ahead, five, win"
I_0731,Fashion,17.79,"which, field, seat"
I_0732,Beauty,70.34,"start, PM, scene"
I_0733,Home,35.21,"charge, could, capital"
I_0734,Beauty,28.8,"ago, worry, pay"
I_0735,Books,18.21,"paper, partner, others"
I_0736,Beauty,11.41,"discuss, ago, bag"
I_0737,Books,94.29,"sister, care, suffer"
I_0738,Electronics,51.61,"light, power, contain"
I_0739,Fashion,9.03,"hold, listen, clearly"
I_0740,Fashion,60.98,"difficult, impact, why"
I_0741,Home,69.27,"understand, wear, development"
I_0742,Beauty,36.58,"provide, dark, daughter"
I_0743,Electronics,118.92,"computer, western, keep"
I_0744,Books,39.38,"pay, reach, term"
I_0745,Home,10.66,"thought, into, simply"
I_0746,Electronics,44.35,"part, station, result"
I_0747,Electronics,40.28,"hour, voice, occur"
I_0748,Books,20.44,"movie, political, region"
I_0749,Books,52.4,"although, body, lead"
I_0750,Fashion,8.72,"there, there, early"
I_0751,Beauty,73.15,"Mrs, worker, always"
I_0752,Home,16.4,"hold, share, while"
I_0753,Beauty,15.06,"couple, keep, this"
I_0754,Home,30.23,"similar, experience, coach"
I_0755,Electronics,46.82,"family, try, ready"
I_0756,Books,37.76,"tough, less, position"
I_0757,Books,18.28,"bed, may, conference"
I_0758,Electronics,22.09,"one, thus, national"
I_0759,Electronics,13.38,"hotel, food, agent"
I_0760,Home,27.67,"law, to, time"
I_0761,Electronics,78.26,"think, bed, food"
I_0762,Home,33.0,"possible, represent, clearly"
I_0763,Beauty,65.86,"run, before, relationship"
I_0764,Books,106.09,"plant, be, religious"
I_0765,Books,20.69,"risk, window, partner"
I_0766,Books,28.52,"civil, nearly, analysis"
I_0767,Beauty,188.1,"color, friend, the"
I_0768,Beauty,105.16,"television, class, certain"
I_0769,Fashion,8.69,"shoulder, anything, final"
I_0770,Home,45.14,"role, which, eye"
I_0771,Home,33.13,"Congress, together, whether"
I_0772,Fashion,64.15,"about, she, activity"
I_0773,Books,18.25,"marriage, material, space"
I_0774,Home,16.92,"part, management, describe"
I_0775,Home,19.28,"process, law, kind"
I_0776,Books,20.96,"over, according, think"
I_0777,Electronics,63.58,"everything, pick, star"
I_0778,Electronics,12.87,"debate, continue, area"
I_0779,Fashion,20.12,"give, certainly, allow"
I_0780,Beauty,7.92,"official, owner, former"
I_0781,Home,74.12,"because, board, year"
I_0782,Home,91.54,"claim, expect, produce"
I_0783,Fashion,25.49,"record, occur, no"
I_0784,Fashion,26.09,"whom, see, growth"
I_0785,Home,47.59,"along, shoulder, follow"
I_0786,Books,107.73,"today, star, serve"
I_0787,Books,45.92,"successful, assume, likely"
I_0788,Beauty,18.95,"business, teacher, forget"
I_0789,Home,9.07,"including, decide, decade"
I_0790,Home,13.57,"around, number, without"
I_0791,Home,35.11,"more, because, right"
I_0792,Home,19.6,"painting, small, religious"
I_0793,Fashion,38.71,"interview, summer, employee"
I_0794,Electronics,21.28,"offer, perhaps, until"
I_0795,Home,14.2,"pass, market, role"
I_0796,Electronics,12.91,"marriage, space, this"
I_0797,Books,115.57,"discussion, fact, cover"
I_0798,Beauty,67.44,"brother, let, someone"
I_0799,Books,132.21,"scene, debate, past"
I_0800,Home,51.01,"increase, animal, glass"
I_0801,Books,23.48,"south, defense, political"
I_0802,Fashion,95.46,"real, effort, attack"
I_0803,Electronics,32.25,"feel, nearly, short"
I_0804,Home,39.51,"box, four, how"
I_0805,Fashion,32.0,"notice, whether, story"
I_0806,Electronics,3.13,"create, street, two"
I_0807,Fashion,119.56,"look, listen, along"
I_0808,Books,49.05,"career, choice, leave"
I_0809,Home,43.11,"tend, time, leg"
I_0810,Books,31.52,"sport, until, argue"
I_0811,Beauty,37.74,"minute, north, question"
I_0812,Home,20.54,"new, affect, officer"
I_0813,Books,54.23,"forward, trouble, somebody"
I_0814,Home,11.64,"at, chance, subject"
I_0815,Electronics,38.43,"fund, heart, move"
I_0816,Home,51.9,"coach, paper, cost"
I_0817,Home,28.25,"bring, site, final"
I_0818,Electronics,44.55,"tax, report, even"
I_0819,Books,14.98,"beautiful, theory, he"
I_0820,Home,15.29,"stop, few, modern"
I_0821,Fashion,40.02,"company, hear, also"
I_0822,Home,56.99,"dark, begin, media"
I_0823,Books,7.39,"sometimes, toward, child"
I_0824,Electronics,50.28,"future, low, them"
I_0825,Books,21.44,"financial, force, show"
I_0826,Beauty,28.38,"better, word, might"
I_0827,Home,11.34,"yeah, day, already"
I_0828,Home,16.76,"hold, ten, break"
I_0829,Electronics,71.73,"financial, analysis, summer"
I_0830,Home,34.0,"the, four, threat"
I_0831,Fashion,24.38,"billion, she, seat"
I_0832,Fashion,30.17,"against, serve, police"
I_0833,Books,48.98,"decide, customer, expert"
I_0834,Electronics,47.11,"mother, significant, provide"
I_0835,Beauty,31.19,"evening, church, boy"
I_0836,Books,79.39,"when, nice, bill"
I_0837,Electronics,71.98,"my, near, even"
I_0838,Electronics,46.09,"wall, sound, off"
I_0839,Books,34.59,"commercial, find, throughout"
I_0840,Books,56.03,"music, anything, ahead"
I_0841,Home,42.58,"tough, anyone, himself"
I_0842,Beauty,77.37,"beat, hot, relate"
I_0843,Fashion,68.01,"through, picture, real"
I_0844,Home,14.66,"knowledge, green, forward"
I_0845,Electronics,13.89,"cup, serve, speak"
I_0846,Beauty,18.9,"bad, type, share"
I_0847,Beauty,72.31,"nothing, behavior, sort"
I_0848,Books,9.38,"recognize, best, financial"
I_0849,Beauty,45.41,"popular, short, like"
I_0850,Beauty,44.26,"water, century, time"
I_0851,Electronics,83.94,"election, guy, contain"
I_0852,Home,38.25,"true, form, team"
I_0853,Beauty,11.31,"foot, maintain, assume"
I_0854,Books,15.37,"both, long, suffer"
I_0855,Home,12.86,"executive, give, offer"
I_0856,Books,21.53,"meet, if, research"
I_0857,Beauty,28.61,"blood, news, audience"
I_0858,Home,13.04,"few, leave, opportunity"
I_0859,Beauty,107.4,"draw, during, city"
I_0860,Electronics,11.47,"lot, at, decade"
I_0861,Home,97.21,"really, issue, woman"
I_0862,Books,85.47,"note, garden, reason"
I_0863,Electronics,67.94,"community, prove, school"
I_0864,Fashion,19.01,"Republican, student, boy"
I_0865,Books,43.55,"other, foot, best"
I_0866,Beauty,11.92,"knowledge, final, image"
I_0867,Books,68.63,"our, rate, others"
I_0868,Fashion,31.21,"star, force, population"
I_0869,Books,23.87,"article, design, catch"
I_0870,Electronics,12.44,"oil, sense, special"
I_0871,Books,4.56,"serious, produce, laugh"
I_0872,Home,14.43,"factor, past, language"
I_0873,Fashion,80.66,"day, theory, feel"
I_0874,Books,23.99,"some, quickly, truth"
I_0875,Fashion,28.92,"view, response, trip"
I_0876,Electronics,55.95,"wrong, old, particularly"
I_0877,Home,140.41,"member, summer, system"
I_0878,Beauty,95.58,"artist, too, whose"
I_0879,Books,15.21,"a, nice, without"
I_0880,Electronics,7.0,"body, executive, all"
I_0881,Fashion,218.7,"it, opportunity, personal"
I_0882,Fashion,203.4,"Republican, image, itself"
I_0883,Electronics,38.5,"deep, community, cause"
I_0884,Books,11.98,"new, successful, growth"
I_0885,Beauty,71.56,"individual, eye, their"
I_0886,Books,30.37,"by, activity, possible"
I_0887,Home,30.25,"century, those, price"
I_0888,Books,67.73,"window, career, case"
I_0889,Home,43.27,"south, team, throw"
I_0890,Fashion,12.82,"receive, us, perhaps"
I_0891,Home,25.54,"lawyer, interest, star"
I_0892,Beauty,56.2,"his, difficult, interesting"
I_0893,Electronics,49.81,"account, marriage, room"
I_0894,Home,40.84,"Republican, especially, unit"
I_0895,Books,69.88,"office, almost, also"
I_0896,Home,24.79,"low, happy, oil"
I_0897,Fashion,38.2,"which, bag, room"
I_0898,Home,2.22,"money, teacher, seek"
I_0899,Beauty,23.11,"evidence, might, model"
I_0900,Home,61.02,"particular, early, piece"
I_0901,Beauty,24.23,"professional, protect, range"
I_0902,Books,22.81,"much, often, party"
I_0903,Fashion,14.39,"tough, movement, action"
I_0904,Electronics,73.9,"law, town, off"
I_0905,Books,51.36,"former, good, within"
I_0906,Books,64.09,"far, cold, reason"
I_0907,Electronics,8.32,"our, fight, size"
I_0908,Home,29.13,"employee, picture, official"
I_0909,Home,26.47,"of, prevent, factor"
I_0910,Home,26.46,"say, agree, machine"
I_0911,Fashion,20.23,"camera, baby, six"
I_0912,Books,25.11,"edge, past, every"
I_0913,Beauty,65.35,"either, scientist, page"
I_0914,Electronics,7.17,"travel, school, process"
I_0915,Books,137.25,"have, compare, site"
I_0916,Home,48.77,"door, Congress, month"
I_0917,Electronics,32.01,"almost, worker, whose"
I_0918,Beauty,68.41,"other, start, study"
I_0919,Books,10.37,"sell, include, himself"
I_0920,Books,19.46,"produce, rise, cold"
I_0921,Fashion,30.06,"official, success, approach"
I_0922,Books,98.74,"enough, standard, apply"
I_0923,Books,31.91,"less, live, live"
I_0924,Beauty,47.47,"way, two, do"
I_0925,Beauty,20.66,"raise, hope, enjoy"
I_0926,Electronics,48.89,"most, itself, eye"
I_0927,Home,126.7,"something, high, firm"
I_0928,Beauty,73.44,"morning, what, best"
I_0929,Electronics,31.03,"most, government, such"
I_0930,Books,56.85,"particular, present, evening"
I_0931,Electronics,52.56,"establish, sort, effort"
I_0932,Electronics,49.66,"once, leave, push"
I_0933,Electronics,80.61,"drop, public, side"
I_0934,Electronics,80.12,"mind, question, year"
I_0935,Beauty,29.91,"finish, action, across"
I_0936,Home,55.34,"attack, in, moment"
I_0937,Electronics,24.37,"rate, goal, rise"
I_0938,Fashion,15.82,"edge, alone, people"
I_0939,Books,26.69,"arm, order, thus"
I_0940,Books,31.16,"describe, outside, business"
I_0941,Books,8.76,"when, beat, painting"
I_0942,Books,65.91,"heavy, shake, possible"
I_0943,Books,3.62,"sort, continue, book"
I_0944,Electronics,290.57,"contain, far, produce"
I_0945,Home,110.11,"away, law, yet"
I_0946,Fashion,26.87,"show, realize, property"
I_0947,Beauty,33.37,"show, either, sit"
I_0948,Fashion,42.2,"everyone, artist, home"
I_0949,Beauty,20.67,"you, election, spend"
I_0950,Beauty,38.63,"concern, attorney, woman"
I_0951,Fashion,29.51,"customer, hotel, population"
I_0952,Electronics,30.71,"board, music, issue"
I_0953,Books,38.29,"pass, blood, kid"
I_0954,Electronics,11.58,"else, alone, audience"
I_0955,Books,34.18,"road, since, affect"
I_0956,Home,37.74,"marriage, present, a"
I_0957,Beauty,36.71,"also, hospital, charge"
I_0958,Fashion,27.86,"form, hospital, about"
I_0959,Home,82.29,"remain, side, long"
I_0960,Books,24.96,"identify, road, speech"
I_0961,Electronics,39.72,"audience, difficult, his"
I_0962,Fashion,93.49,"ready, sister, building"
I_0963,Beauty,31.08,"movement, yard, four"
I_0964,Home,39.31,"field, area, young"
I_0965,Beauty,30.66,"positive, half, table"
I_0966,Books,89.11,"future, subject, set"
I_0967,Beauty,26.95,"face, data, never"
I_0968,Electronics,92.45,"whose, produce, federal"
I_0969,Home,30.48,"hope, blood, read"
I_0970,Home,16.65,"main, those, just"
I_0971,Electronics,57.03,"country, along, agent"
I_0972,Beauty,25.95,"you, draw, home"
I_0973,Electronics,54.4,"society, poor, matter"
I_0974,Fashion,3.73,"who, speech, whom"
I_0975,Electronics,33.25,"administration, fund, front"
I_0976,Beauty,22.93,"return, if, deep"
I_0977,Electronics,14.15,"president, mission, vote"
I_0978,Books,21.27,"thank, Mr, scientist"
I_0979,Electronics,20.93,"do, author, save"
I_0980,Electronics,31.87,"major, affect, trade"
I_0981,Beauty,11.09,"peace, drug, possible"
I_0982,Fashion,42.65,"add, plan, toward"
I_0983,Fashion,98.79,"star, best, particularly"
I_0984,Beauty,41.46,"structure, ask, stage"
I_0985,Beauty,63.26,"box, organization, past"
I_0986,Beauty,79.49,"as, dark, front"
I_0987,Books,89.05,"structure, scene, I"
I_0988,Home,147.84,"building, range, national"
I_0989,Electronics,22.21,"focus, who, degree"
I_0990,Beauty,18.64,"animal, community, as"
I_0991,Beauty,61.98,"event, serious, collection"
I_0992,Beauty,58.36,"have, close, during"
I_0993,Fashion,61.59,"old, card, social"
I_0994,Beauty,150.12,"place, heavy, citizen"
I_0995,Electronics,33.42,"they, ball, account"
I_0996,Beauty,46.57,"unit, religious, order"
I_0997,Electronics,15.12,"exist, really, society"
I_0998,Books,182.78,"live, camera, central"
I_0999,Home,25.3,"even, late, dream"
I_1000,Fashion,25.88,"company, reality, other"
I_1001,Electronics,25.09,"response, partner, because"
I_1002,Books,19.77,"step, feeling, industry"
I_1003,Home,18.48,"newspaper, court, worry"
I_1004,Home,21.78,"with, peace, television"
I_1005,Home,11.1,"would, medical, less"
I_1006,Electronics,17.67,"phone, decade, apply"
I_1007,Books,157.46,"both, chance, such"
I_1008,Beauty,59.65,"treatment, marriage, civil"
I_1009,Books,69.46,"two, approach, hair"
I_1010,Books,84.92,"decide, edge, pattern"
I_1011,Books,143.64,"three, law, bit"
I_1012,Electronics,8.03,"appear, Mr, citizen"
I_1013,Electronics,12.38,"ahead, method, audience"
I_1014,Electronics,17.41,"dog, know, often"
I_1015,Books,22.74,"industry, section, together"
I_1016,Electronics,26.04,"discover, body, direction"
I_1017,Home,23.16,"down, include, customer"
I_1018,Electronics,39.47,"through, available, one"
I_1019,Fashion,34.06,"approach, job, democratic"
I_1020,Electronics,18.57,"participant, concern, health"
I_1021,Electronics,5.81,"leader, create, grow"
I_1022,Electronics,14.96,"especially, from, allow"
I_1023,Electronics,21.34,"notice, exactly, book"
I_1024,Fashion,27.18,"letter, industry, set"
I_1025,Beauty,13.41,"detail, far, church"
I_1026,Electronics,22.36,"some, well, town"
I_1027,Home,13.4,"official, need, discover"
I_1028,Fashion,29.94,"in, miss, television"
I_1029,Beauty,14.03,"describe, list, leg"
I_1030,Electronics,16.79,"address, into, their"
I_1031,Beauty,11.62,"easy, its, develop"
I_1032,Home,29.29,"until, watch, trial"
I_1033,Fashion,16.56,"together, individual, analysis"
I_1034,Fashion,68.4,"yard, safe, mean"
I_1035,Beauty,45.82,"international, hour, special"
I_1036,Electronics,31.32,"recent, better, manager"
I_1037,Books,17.5,"bar, send, really"
I_1038,Fashion,44.9,"image, design, grow"
I_1039,Books,57.54,"dream, your, administration"
I_1040,Fashion,37.12,"protect, class, learn"
I_1041,Electronics,119.46,"now, on, with"
I_1042,Electronics,47.83,"less, catch, reflect"
I_1043,Fashion,68.78,"continue, the, phone"
I_1044,Beauty,36.85,"region, ability, physical"
I_1045,Electronics,56.86,"his, real, most"
I_1046,Electronics,17.51,"fast, send, recently"
I_1047,Home,22.95,"partner, offer, debate"
I_1048,Electronics,43.79,"range, per, friend"
I_1049,Home,43.54,"usually, method, travel"
I_1050,Electronics,49.7,"hair, appear, him"
I_1051,Electronics,79.86,"let, American, hand"
I_1052,Beauty,10.59,"possible, relate, night"
I_1053,Beauty,15.19,"similar, catch, friend"
I_1054,Electronics,39.79,"much, power, say"
I_1055,Fashion,18.55,"sell, that, reflect"
I_1056,Fashion,493.84,"send, set, fly"
I_1057,Electronics,50.03,"today, me, institution"
I_1058,Fashion,31.1,"approach, health, laugh"
I_1059,Electronics,21.92,"may, stop, like"
I_1060,Beauty,22.55,"mother, stay, tonight"
I_1061,Books,33.92,"later, happy, pull"
I_1062,Home,36.22,"really, within, third"
I_1063,Fashion,22.98,"could, this, beautiful"
I_1064,Fashion,26.62,"hospital, condition, when"
I_1065,Beauty,97.07,"baby, clearly, born"
I_1066,Fashion,100.24,"challenge, character, daughter"
I_1067,Electronics,40.51,"weight, age, indicate"
I_1068,Electronics,11.32,"radio, use, listen"
I_1069,Books,50.95,"information, scene, again"
I_1070,Books,114.83,"country, against, soon"
I_1071,Books,99.07,"strong, mind, from"
I_1072,Electronics,59.59,"official, pretty, skin"
I_1073,Books,103.33,"main, program, morning"
I_1074,Books,34.56,"nature, leader, note"
I_1075,Electronics,54.73,"together, fill, smile"
I_1076,Beauty,19.21,"dinner, head, explain"
I_1077,Fashion,41.84,"suddenly, chance, expect"
I_1078,Home,95.93,"what, peace, claim"
I_1079,Electronics,20.67,"movement, consider, compare"
I_1080,Electronics,16.62,"remain, toward, some"
I_1081,Home,35.8,"claim, bring, year"
I_1082,Home,27.62,"off, kid, hard"
I_1083,Books,55.66,"day, religious, program"
I_1084,Home,23.04,"within, challenge, large"
I_1085,Fashion,130.94,"wish, move, building"
I_1086,Fashion,11.8,"agent, use, shoulder"
I_1087,Fashion,90.29,"way, until, choose"
I_1088,Fashion,17.96,"wife, national, medical"
I_1089,Fashion,7.87,"positive, far, time"
I_1090,Books,40.06,"wide, senior, yes"
I_1091,Electronics,27.01,"project, son, rock"
I_1092,Home,13.63,"two, full, both"
I_1093,Electronics,8.63,"look, always, question"
I_1094,Home,32.89,"bring, agent, pay"
I_1095,Books,72.29,"detail, group, for"
I_1096,Books,52.88,"part, crime, money"
I_1097,Beauty,34.65,"sit, short, cultural"
I_1098,Beauty,48.57,"base, support, quality"
I_1099,Books,32.4,"whatever, wish, hour"
I_1100,Books,10.55,"make, owner, memory"
I_1101,Home,10.63,"argue, project, huge"
I_1102,Books,28.15,"respond, into, history"
I_1103,Electronics,29.12,"activity, general, final"
I_1104,Home,65.42,"knowledge, night, democratic"
I_1105,Books,60.69,"thousand, score, indeed"
I_1106,Home,53.74,"kind, clearly, road"
I_1107,Home,26.46,"today, rock, increase"
I_1108,Fashion,10.97,"structure, our, century"
I_1109,Beauty,46.05,"field, write, moment"
I_1110,Home,50.41,"friend, value, opportunity"
I_1111,Home,4.9,"heart, according, police"
I_1112,Fashion,16.99,"event, company, left"
I_1113,Books,19.05,"nothing, trip, current"
I_1114,Home,36.4,"strategy, face, make"
I_1115,Fashion,17.41,"state, few, one"
I_1116,Electronics,32.12,"management, science, different"
I_1117,Fashion,27.98,"social, child, feel"
I_1118,Beauty,29.16,"policy, PM, buy"
I_1119,Beauty,18.67,"program, explain, conference"
I_1120,Books,19.86,"trade, population, agreement"
I_1121,Books,13.95,"share, manage, wife"
I_1122,Beauty,44.88,"out, gun, lose"
I_1123,Beauty,52.29,"job, election, rather"
I_1124,Home,17.88,"window, stand, health"
I_1125,Beauty,111.78,"run, adult, employee"
I_1126,Books,25.75,"ok, certainly, leave"
I_1127,Beauty,112.63,"really, group, apply"
I_1128,Books,19.81,"guess, player, western"
I_1129,Electronics,6.55,"any, factor, police"
I_1130,Beauty,45.68,"baby, create, physical"
I_1131,Books,40.4,"share, out, cold"
I_1132,Fashion,34.04,"follow, first, suddenly"
I_1133,Home,19.81,"son, even, recently"
I_1134,Books,32.21,"guy, move, goal"
I_1135,Beauty,22.0,"century, carry, example"
I_1136,Beauty,26.0,"single, include, TV"
I_1137,Electronics,64.93,"clear, design, me"
I_1138,Fashion,38.37,"story, somebody, next"
I_1139,Books,53.94,"ready, weight, suffer"
I_1140,Fashion,27.51,"Republican, reduce, sort"
I_1141,Electronics,25.19,"individual, trouble, bring"
I_1142,Home,13.16,"capital, admit, give"
I_1143,Fashion,24.63,"reality, catch, kind"
I_1144,Electronics,2.32,"would, mission, wide"
I_1145,Books,20.65,"common, fight, season"
I_1146,Home,31.02,"budget, campaign, reason"
I_1147,Beauty,51.98,"read, film, decide"
I_1148,Electronics,26.71,"wonder, interesting, several"
I_1149,Beauty,43.73,"born, affect, machine"
I_1150,Home,5.79,"issue, cultural, allow"
I_1151,Electronics,31.64,"process, or, light"
I_1152,Electronics,8.64,"training, analysis, feeling"
I_1153,Home,12.6,"act, benefit, buy"
I_1154,Books,28.51,"own, onto, customer"
I_1155,Electronics,91.93,"provide, ahead, certainly"
I_1156,Home,44.57,"second, everyone, often"
I_1157,Fashion,33.6,"goal, talk, sit"
I_1158,Beauty,32.6,"party, measure, attention"
I_1159,Electronics,18.71,"standard, shake, more"
I_1160,Fashion,21.43,"respond, who, commercial"
I_1161,Electronics,46.61,"senior, above, rise"
I_1162,Books,10.93,"under, turn, surface"
I_1163,Home,53.22,"listen, recently, continue"
I_1164,Electronics,24.27,"pull, blue, strong"
I_1165,Home,64.1,"wonder, interest, method"
I_1166,Electronics,71.44,"imagine, seven, fire"
I_1167,Books,8.68,"letter, mind, many"
I_1168,Books,20.8,"guess, explain, reveal"
I_1169,Fashion,16.7,"bank, management, his"
I_1170,Books,7.77,"lead, save, reach"
I_1171,Home,14.5,"subject, difficult, imagine"
I_1172,Books,233.46,"world, into, task"
I_1173,Electronics,53.93,"thus, sort, voice"
I_1174,Books,153.52,"happen, actually, purpose"
I_1175,Home,64.28,"public, how, mission"
I_1176,Electronics,18.29,"put, budget, house"
I_1177,Fashion,24.4,"reason, within, scientist"
I_1178,Fashion,53.02,"throughout, collection, hair"
I_1179,Fashion,46.99,"current, customer, such"
I_1180,Electronics,20.87,"identify, do, interesting"
I_1181,Fashion,9.89,"material, share, she"
I_1182,Books,459.53,"order, series, song"
I_1183,Electronics,29.58,"wall, green, project"
I_1184,Electronics,25.52,"wear, would, memory"
I_1185,Electronics,36.26,"challenge, lawyer, business"
I_1186,Beauty,27.27,"majority, discuss, wall"
I_1187,Home,36.53,"ahead, scene, store"
I_1188,Beauty,92.72,"marriage, ago, condition"
I_1189,Beauty,29.97,"painting, force, few"
I_1190,Beauty,13.06,"perhaps, set, produce"
I_1191,Home,29.1,"mind, man, letter"
I_1192,Beauty,22.84,"family, marriage, measure"
I_1193,Fashion,103.45,"my, special, music"
I_1194,Electronics,84.51,"adult, shake, wrong"
I_1195,Electronics,36.09,"they, budget, late"
I_1196,Books,11.91,"table, kind, along"
I_1197,Fashion,12.42,"computer, process, single"
I_1198,Home,33.52,"those, clearly, issue"
I_1199,Electronics,43.34,"fine, home, shake"
I_1200,Beauty,24.54,"notice, make, network"
I_1201,Books,22.55,"much, like, no"
I_1202,Books,20.61,"choose, argue, enjoy"
I_1203,Electronics,32.5,"opportunity, help, put"
I_1204,Fashion,4.92,"short, expect, article"
