Dist Name,Crop,Correlation
Ganjam,MAIZE,0.9642162087984144
Garhwal,MAIZE,0.21893770820346597
Gaya,MAIZE,0.42455803897386435
Ghazipur,MAIZE,0.8697213321245745
Goalpara,MAIZE,0.9466861126322994
Gonda,MAIZE,0.32297334743164874
Gorakhpur,MAIZE,0.14450589374311165
Gulbarga / Kalaburagi,MAIZE,0.9314819403156663
Guna,MAIZE,0.2753341607115429
Guntur,MAIZE,0.9830808539174342
Gurdaspur,MAIZE,0.6131494351005443
Gurgaon,MAIZE,0.7509714510599127
Gwalior,MAIZE,0.9990635992824178
Hamirpur,MAIZE,0.9924699193423279
Hardoi,MAIZE,0.2742882010629789
Hassan,MAIZE,0.9290825355136789
Hazaribagh,MAIZE,0.8915933928902756
Hissar,MAIZE,0.916181043386104
Hooghly,MAIZE,0.9648987774749347
Hoshangabad,MAIZE,0.978282219872644
Hoshiarpur,MAIZE,-0.4270971089717645
Howrah,MAIZE,0.6451319874076135
Hyderabad,MAIZE,0.9673543693355648
Indore,MAIZE,0.6779967211299665
Jabalpur,MAIZE,0.910171577667615
Jaipur,MAIZE,0.7253750478507315
Jaisalmer,MAIZE,0.944911182523068
Jalandhar,MAIZE,0.8871468391557713
Jalaun,MAIZE,0.9919737330032029
Jalgaon,MAIZE,0.974593784650802
Jalore,MAIZE,0.8055052056647507
Jalpaiguri,MAIZE,0.9250477370799185
Jamnagar,MAIZE,0.9072144427774452
Jaunpur,MAIZE,0.09169894826076963
Jhabua,MAIZE,0.7038736773902295
Jhalawar,MAIZE,0.38609449060615425
Jhansi,MAIZE,0.6460266592905779
Jind,MAIZE,0.6795764969707121
Jodhpur,MAIZE,0.9045443913286048
Junagadh,MAIZE,0.9972241229999154
Kadapa YSR,MAIZE,0.9472551567258938
Kalahandi,MAIZE,0.9288122630614672
Kamrup,MAIZE,0.747612131683841
Kangra,MAIZE,0.6167049587651668
Kanpur,MAIZE,0.5231028460624819
Kanyakumari,MAIZE,0.3523807393012046
Kapurthala,MAIZE,0.8750164818313297
Karbi Anglong,MAIZE,0.1652074802117409
Karimnagar,MAIZE,0.8189161688514526
Karnal,MAIZE,0.9916311701445845
Keonjhar,MAIZE,0.36441425842100206
Khammam,MAIZE,0.9545194004126645
Khandwa / East Nimar,MAIZE,0.9902098226792418
Khargone / West Nimar,MAIZE,0.922425695328153
Kheda,MAIZE,0.7968696483133696
Kheri,MAIZE,0.5436193728445606
Kinnaur,MAIZE,0.8090500635588124
Kodagu / Coorg,MAIZE,0.9478279232353745
Kolar,MAIZE,0.923082072635196
Kolhapur,MAIZE,0.9181850987373993
Koraput,MAIZE,0.9449839582668788
Kota,MAIZE,0.5564164562732684
Krishna,MAIZE,0.9834405248651769
Kullu,MAIZE,0.4339149412846554
Kurnool,MAIZE,0.9881245344172885
Kutch,MAIZE,0.9543194832177125
Lahul & Spiti,MAIZE,0.8316242967284889
Lakhimpur,MAIZE,-0.19285660419642098
Lucknow,MAIZE,0.43471641820672563
Ludhiana,MAIZE,0.9941968329135005
Madurai,MAIZE,0.8489506901322608
Mahabubnagar,MAIZE,0.8334396567926957
Mainpuri,MAIZE,0.7336369493491709
Malda,MAIZE,0.8794556690817309
Mandi,MAIZE,0.3327154940147318
Mandla,MAIZE,0.7339348046817337
Mandsaur,MAIZE,0.6217062276966451
Mandya,MAIZE,0.9290080248689013
Mathura,MAIZE,0.8416858129973087
Mayurbhanja,MAIZE,0.4971905014075205
Medak,MAIZE,0.8582008174340682
Meerut,MAIZE,0.9671802639228863
Mehsana,MAIZE,0.7893713392714397
Midnapur,MAIZE,0.8708607601976247
Mirzpur,MAIZE,0.5576707418907022
Moradabad,MAIZE,0.7827552546188613
Morena,MAIZE,0.9600076182810151
Mungair,MAIZE,0.5076526406253437
Murshidabad,MAIZE,0.992323166662311
Muzaffarnagar,MAIZE,0.9660783423604338
Muzaffarpur,MAIZE,0.7258949426866153
Mysore,MAIZE,0.959150344022356
Nadia,MAIZE,0.9541765203979197
Nagaon,MAIZE,0.7469343076384275
Nagaur,MAIZE,0.8619483507558426
Nagpur,MAIZE,0.5307679237430776
Nainital,MAIZE,0.7309574662926059
Nalgonda,MAIZE,0.8954938230671748
Nanded,MAIZE,0.9450286099910752
Narsinghpur,MAIZE,0.9724941598264212
Nasik,MAIZE,0.9539966956884683
Nizamabad,MAIZE,0.7748502163631574
North Arcot / Vellore,MAIZE,0.9373689398452264
North Cachar Hil / Dima hasao,MAIZE,0.7931405811463915
Osmanabad,MAIZE,0.8206854667407428
Palakkad,MAIZE,0.7709169877188782
Palamau,MAIZE,0.7517624521994364
Pali,MAIZE,0.27979719336625636
Panchmahal,MAIZE,0.7547397363443469
Panna,MAIZE,0.8507767138576803
Parbhani,MAIZE,0.8699004153319725
Patiala,MAIZE,0.9430448723433024
Patna,MAIZE,0.29482970963746946
Phulbani ( Kandhamal ),MAIZE,0.11831810708868494
Pilibhit,MAIZE,0.8321782874172123
Pithorgarh,MAIZE,0.6627267194800033
Pratapgarh,MAIZE,0.5460507502895027
Pune,MAIZE,0.8937976498473832
Puri,MAIZE,0.5604781981006051
Purnea,MAIZE,0.9088252153886522
Purulia,MAIZE,0.5657650180315823
Rae-Bareily,MAIZE,0.7309366945414236
Raichur,MAIZE,0.9301547698359727
Raigad,MAIZE,0.85306581267216
Raigarh,MAIZE,0.1966925507810988
Raipur,MAIZE,0.9874778799473494
Raisen,MAIZE,0.9613362764002434
Rajgarh,MAIZE,0.754134156955454
Rajkot,MAIZE,0.9741509784276264
Ramananthapuram,MAIZE,0.8231392032653498
Rampur,MAIZE,0.9549952452724098
Ranchi,MAIZE,0.9539398172214247
Ratlam,MAIZE,0.6848151710777378
Ratnagiri,MAIZE,0.7572222789748102
Rewa,MAIZE,0.9756541010077101
Rohtak,MAIZE,0.1949717002150096
Roopnagar / Ropar,MAIZE,-0.46149200376332944
S.P.S. Nellore,MAIZE,0.9221165090556814
Sabarkantha,MAIZE,0.6735875816176181
Sagar,MAIZE,0.7399438025870002
Saharanpur,MAIZE,0.906096899087324
Saharsa,MAIZE,0.8622661500736843
Salem,MAIZE,0.9549087095392751
Sambalpur,MAIZE,0.9765437326986784
Sangli,MAIZE,0.9509523618958284
Sangrur,MAIZE,0.9812131445621746
Santhal Paragana / Dumka,MAIZE,0.9511953535103609
Saran,MAIZE,-0.020046210628190324
Satara,MAIZE,0.9699966445252948
Satna,MAIZE,0.9915886397200349
Sehore,MAIZE,0.8332228334666371
Seoni / Shivani,MAIZE,0.9149431680707973
Shahabad (now part of Bhojpur district),MAIZE,0.818123640184779
Shahdol,MAIZE,0.8074057147248757
Shahjahanpur,MAIZE,0.4694719430817442
Shajapur,MAIZE,0.7547926676029524
Shimla,MAIZE,0.6790569800766361
Shimoge,MAIZE,0.9588576080623783
Shivpuri,MAIZE,0.27450131038050146
Sibsagar,MAIZE,0.2092141557994392
Sidhi,MAIZE,0.8019021569685001
Sikar,MAIZE,0.8086279130485143
Singhbhum,MAIZE,0.934916309955877
Sirmaur,MAIZE,0.021074040890708613
Sirohi,MAIZE,0.46272505090110444
Sitapur,MAIZE,0.4761890290818776
Solan,MAIZE,0.11127361041194982
Solapur,MAIZE,0.9423378075721345
South Arcot / Cuddalore,MAIZE,0.9480222484354291
Srikakulam,MAIZE,0.997869759533025
Sultanpur,MAIZE,0.06870543607372406
Sundargarh,MAIZE,0.32945871244421865
Surat,MAIZE,0.8670780114231667
Surendranagar,MAIZE,0.9855258087950604
Surguja,MAIZE,0.6441646035772478
Swami Madhopur,MAIZE,0.7302804389698522
Tehri Garhwal,MAIZE,0.36121434998530916
Thane,MAIZE,0.2868838647307309
Thanjavur,MAIZE,0.9346279220188358
Thirunelveli,MAIZE,0.765751560455057
Tikamgarh,MAIZE,0.9022054890999449
Tiruchirapalli / Trichy,MAIZE,0.8195821115724428
Tonk,MAIZE,-0.01725237704676403
Tumkur,MAIZE,0.9634399035379196
Udaipur,MAIZE,0.6992067160204701
Ujjain,MAIZE,0.7775407628345534
Unnao,MAIZE,0.38246625493883224
Uttar Kashi,MAIZE,0.5272620566363438
Uttara Kannada,MAIZE,0.9641011120083746
Vadodara / Baroda,MAIZE,0.939052034969281
Valsad,MAIZE,0.9843791769258862
Varanasi,MAIZE,0.5563178189659402
Vidisha,MAIZE,0.8791583138777054
Visakhapatnam,MAIZE,0.9594407770145383
Warangal,MAIZE,0.9463331549347211
Wardha,MAIZE,0.9838524363671166
West Dinajpur,MAIZE,0.9787112117980078
West Godavari,MAIZE,0.9907766531110882
Yeotmal,MAIZE,0.9026759942973228
